code,name,type,lng,lat,district
19900,Thuận An,Thị Trấn,16 32 56N, 107 38 37E,478
19903,Phú Thuận,Xã,16 32 25N, 107 40 25E,478
19906,Phú Dương,Xã,16 31 05N, 107 36 17E,478
19909,Phú Mậu,Xã,16 30 56N, 107 35 13E,478
19912,Phú An,Xã,16 31 08N, 107 38 24E,478
19915,Phú Hải,Xã,16 31 28N, 107 41 43E,478
19918,Phú Xuân,Xã,16 29 41N, 107 41 35E,478
19921,Phú Diên,Xã,16 30 10N, 107 43 49E,478
19924,Phú Thanh,Xã,16 32 18N, 107 35 56E,478
19927,Phú Mỹ,Xã,16 29 40N, 107 38 16E,478
19930,Phú Thượng,Xã,16 29 50N, 107 35 58E,478
19933,Phú Hồ,Xã,16 28 26N, 107 39 51E,478
19936,Vinh Xuân,Xã,16 27 38N, 107 45 39E,478
19939,Phú Lương,Xã,16 27 23N, 107 41 10E,478
19942,Phú Đa,Xã,16 26 12N, 107 43 57E,478
19945,Vinh Thanh,Xã,16 26 14N, 107 47 18E,478
19948,Vinh An,Xã,16 25 07N, 107 48 56E,478
19951,Vinh Phú,Xã,16 24 49N, 107 46 46E,478
19954,Vinh Thái,Xã,16 23 46N, 107 45 30E,478
19957,Vinh Hà,Xã,16 22 16N, 107 48 11E,478
19960,Phú Bài,Thị Trấn,16 23 01N, 107 40 34E,479
19963,Thủy Vân,Xã,16 28 58N, 107 36 56E,479
19966,Thủy Thanh,Xã,16 28 05N, 107 38 03E,479
19969,Thủy Dương,Xã,16 25 27N, 107 36 50E,479
19972,Thủy Phương,Xã,16 24 17N, 107 38 07E,479
19975,Thủy Châu,Xã,16 24 11N, 107 39 19E,479
19978,Thủy Lương,Xã,16 25 13N, 107 41 32E,479
19981,Thủy Bằng,Xã,16 23 01N, 107 35 46E,479
19984,Thủy Tân,Xã,16 24 35N, 107 43 03E,479
19987,Thủy Phù,Xã,16 21 41N, 107 42 39E,479
19990,Phú Sơn,Xã,16 20 16N, 107 39 09E,479
19993,Dương Hòa,Xã,16 15 21N, 107 35 23E,479
19996,Tứ Hạ,Thị Trấn,16 31 33N, 107 27 52E,480
19999,Hải Dương,Xã,16 35 03N, 107 35 35E,480
20002,Hương Phong,Xã,16 33 23N, 107 35 50E,480
20005,Hương Toàn,Xã,16 30 52N, 107 32 12E,480
20008,Hương Vân,Xã,16 27 17N, 107 25 46E,480
20011,Hương Văn,Xã,16 29 59N, 107 28 38E,480
20014,Hương Vinh,Xã,16 30 29N, 107 33 42E,480
20017,Hương Xuân,Xã,16 29 43N, 107 29 43E,480
20020,Hương Chữ,Xã,16 28 49N, 107 30 12E,480
20023,Hương An,Xã,16 28 02N, 107 31 02E,480
20026,Hương Bình,Xã,16 24 32N, 107 28 25E,480
20029,Hương Hồ,Xã,16 26 00N, 107 30 49E,480
20032,Hương Thọ,Xã,16 22 26N, 107 53 45E,480
20035,Bình Điền,Xã,16 19 52N, 107 25 21E,480
20038,Hồng Tiến,Xã,16 21 33N, 107 26 14E,480
20041,Bình Thành,Xã,16 19 36N, 107 30 13E,480
20044,A Lưới,Thị Trấn,16 17 23N, 107 13 52E,481
20047,Hồng Vân,Xã,16 20 53N, 107 57 50E,481
20050,Hồng Hạ,Xã,16 18 17N, 107 18 50E,481
20053,Hồng Kim,Xã,16 19 44N, 107 13 52E,481
20056,Hồng Trung,Xã,16 19 16N, 107 09 24E,481
20059,Hương Nguyên,Xã,16 10 52N, 107 26 30E,481
20062,Bắc Sơn,Xã,16 19 01N, 107 11 29E,481
20065,Hồng Bắc,Xã,16 16 09N, 107 10 44E,481
20068,A Ngo,Xã,16 16 17N, 107 14 45E,481
20071,Sơn Thủy,Xã,16 15 37N, 107 15 42E,481
20074,Phú Vinh,Xã,16 13 48N, 107 17 40E,481
20077,Hồng Quảng,Xã,16 15 21N, 107 13 19E,481
20080,Hương Phong,Xã,16 11 01N, 107 19 11E,481
20083,Nhâm,Xã,16 13 43N, 107 10 59E,481
20086,Hồng Thượng,Xã,16 11 13N, 107 15 47E,481
20089,Hồng Thái,Xã,16 11 29N, 107 11 51E,481
20092,Hương Lâm,Xã,16 08 58N, 107 21 32E,481
20095,A Roằng,Xã,16 06 43N, 107 24 04E,481
20098,Đông Sơn,Xã,16 06 36N, 107 18 39E,481
20101,A Đớt,Xã,16 44 45N, 107 20 46E,481
20104,Hồng Thủy,Xã,16 22 21N, 107 04 07E,481
20107,Phú Lộc,Thị Trấn,16 16 59N, 107 51 34E,482
20110,Lăng Cô,Thị Trấn,16 14 02N, 108 06 06E,482
20113,Vinh Mỹ,Xã,16 23 39N, 107 50 59E,482
20116,Vinh Hưng,Xã,16 22 20N, 107 49 49E,482
20119,Vinh Hải,Xã,16 22 14N, 107 52 41E,482
20122,Vinh Giang,Xã,16 21 10N, 107 51 38E,482
20125,Vinh Hiền,Xã,16 20 33N, 107 54 04E,482
20128,Lộc Bổn,Xã,16 19 55N, 107 43 04E,482
20131,Lộc Sơn,Xã,16 19 25N, 107 43 59E,482
20134,Lộc Bình,Xã,16 19 17N, 107 55 11E,482
20137,Lộc Vĩnh,Xã,16 18 49N, 107 59 38E,482
20140,Lộc An,Xã,16 19 19N, 107 45 43E,482
20143,Lộc Điền,Xã,16 16 10N, 107 48 29E,482
20146,Lộc Thủy,Xã,16 15 08N, 107 56 50E,482
20149,Lộc Trì,Xã,16 14 34N, 107 52 47E,482
20152,Lộc Tiến,Xã,16 15 10N, 107 59 50E,482
20155,Lộc Hòa,Xã,16 15 54N, 107 46 17E,482
20158,Xuân Lộc,Xã,16 15 51N, 107 41 42E,482
20161,Khe Tre,Thị Trấn,16 10 28N, 107 43 03E,483
20164,Hương Phú,Xã,16 12 32N, 107 44 09E,483
20167,Hương Sơn,Xã,16 11 11N, 107 38 16E,483
20170,Hương Lộc,Xã,16 09 39N, 107 47 53E,483
20173,Thượng Quảng,Xã,16 05 46N, 107 34 24E,483
20176,Hương Hoà,Xã,16 09 31N, 107 42 02E,483
20179,Hương Giang,Xã,16 08 24N, 107 40 52E,483
20182,Hương Hữu,Xã,16 08 03N, 107 39 28E,483
20185,Thượng Lộ,Xã,16 06 17N, 107 46 50E,483
20188,Thượng Long,Xã,16 05 03N, 107 37 15E,483
20191,Thượng Nhật,Xã,16 04 13N, 107 41 46E,483
20194,Hoà Hiệp Băc,Phường,16 08 53N, 108 06 51E,490
20195,Hoà Hiệp Nam,Phường,16 06 21N, 108 07 51E,490
20197,Hoà Khánh Băc,Phường,16 04 54N, 108 08 05E,490
20198,Hoà Khánh Nam,Phường,16 03 54N, 108 08 13E,490
20200,Hoà Minh,Phường,16 03 42N, 108 09 45E,490
20203,Tam Thuận,Phường,16 04 26N, 108 12 21E,491
20206,Thanh Kê Tây,Phường,16 04 16N, 108 10 34E,491
20207,Thanh Khê Đông,Phường,,491
20209,Xuân Hà,Phường,16 04 20N, 108 11 34E,491
20212,Tân Chính,Phường,16 04 15N, 108 12 25E,491
20215,Chính Gián,Phường,16 03 54N, 108 12 04E,491
20218,Vĩnh Trung,Phường,16 03 42N, 108 12 34E,491
20221,Thạc Gián,Phường,16 03 46N, 108 12 20E,491
20224,An Khê,Phường,16 03 08N, 108 11 08E,491
20225,Hoà Khê,Phường,,491
20227,Thanh Bình,Phường,16 04 56N, 108 12 37E,492
20230,Thuận Phước,Phường,16 05 40N, 108 12 57E,492
20233,Thạch Thang,Phường,16 04 38N, 108 13 04E,492
20236,Hải Châu I,Phường,16 04 19N, 108 13 12E,492
20239,Hải Châu Ii,Phường,16 04 03N, 108 12 51E,492
20242,Phước Ninh,Phường,16 03 49N, 108 13 13E,492
20245,Hoà Thuận Tây,Phường,16 02 39N, 108 11 54E,492
20246,Hoà Thuận Đông,Phường,16 03 03N, 108 13 03E,492
20248,Nam Dương,Phường,16 03 41N, 108 12 52E,492
20251,Bình Hiên,Phường,16 03 34N, 108 13 04E,492
20254,Bình Thuận,Phường,16 03 21N, 108 13 03E,492
20257,Hoà Cường Bắc,Phường,16 02 35N, 108 13 11E,492
20258,Hoà Cường Nam,Phường,16 01 53N, 108 13 22E,492
20263,Thọ Quang,Phường,16 07 26N, 108 16 27E,493
20266,Nại Hiên Đông,Phường,16 05 42N, 108 13 41E,493
20269,Mân Thái,Phường,16 05 16N, 108 14 31E,493
20272,An Hải Bắc,Phường,16 04 40N, 108 13 59E,493
20275,Phước Mỹ,Phường,16 04 16N, 108 14 28E,493
20278,An Hải Tây,Phường,16 03 38N, 108 13 47E,493
20281,An Hải Đông,Phường,16 03 41N, 108 14 11E,493
20284,Mỹ An,Phường,16 02 54N, 108 14 31E,494
20285,Khuê Mỹ,Phường,16 01 51N, 108 14 55E,494
20287,Hoà Quý,Phường,15 59 16N, 108 14 02E,494
20290,Hoà Hải,Phường,15 59 25N, 108 15 59E,494
20260,Khuê Trung,Phường,16 01 31N, 108 12 34E,495
20305,Hoà Phát,Phường,16 02 22N, 108 10 39E,495
20306,Hoà An,Phường,,495
20311,Hoà Thọ Tây,Phường,16 00 34N, 108 10 51E,495
20312,Hoà Thọ Đông,Phường,,495
20314,Hoà Xuân,Phường,16 00 03N, 108 13 07E,495
20293,Hoà Bắc,Xã,16 07 32N, 107 57 18E,497
20296,Hoà Liên,Xã,16 06 35N, 108 04 50E,497
20299,Hoà Ninh,Xã,16 03 06N, 108 01 23E,497
20302,Hoà Sơn,Xã,16 03 08N, 108 06 38E,497
20308,Hoà Nhơn,Xã,16 00 55N, 108 07 08E,497
20317,Hoà Phú,Xã,15 58 16N, 108 01 38E,497
20320,Hoà Phong,Xã,15 59 14N, 108 07 26E,497
20323,Hoà Châu,Xã,15 59 24N, 108 11 49E,497
20326,Hoà Tiến,Xã,15 58 05N, 108 11 05E,497
20329,Hoà Phước,Xã,15 58 12N, 108 12 38E,497
20332,Hoà Khương,Xã,15 57 10N, 108 05 07E,497
20335,Tân Thạnh,Phường,15 34 44N, 108 28 17E,502
20338,Phước Hòa,Phường,15 34 12N, 108 29 12E,502
20341,An Mỹ,Phường,15 34 05N, 108 28 36E,502
20344,Hòa Hương,Phường,15 33 36N, 108 30 12E,502
20347,An Xuân,Phường,15 33 49N, 108 29 21E,502
20350,An Sơn,Phường,15 33 21N, 108 29 39E,502
20353,Trường Xuân,Phường,15 33 08N, 108 28 23E,502
20356,An Phú,Phường,15 35 16N, 108 29 32E,502
20375,Hoà Thuận,Phường,15 34 16N, 108 27 26E,502
20359,Tam Thanh,Xã,15 36 56N, 108 31 51E,502
20362,Tam Thăng,Xã,15 37 03N, 108 28 51E,502
20371,Tam Phú,Xã,15 35 38N, 108 31 09E,502
20389,Tam Ngọc,Xã,15 32 26N, 108 29 20E,502
20398,Minh An,Phường,15 52 40N, 108 19 33E,503
20401,Tân An,Phường,15 53 29N, 108 19 14E,503
20404,Cẩm Phô,Phường,15 52 51N, 108 19 14E,503
20407,Thanh Hà,Phường,15 53 13N, 108 18 09E,503
20410,Sơn Phong,Phường,15 52 53N, 108 20 02E,503
20413,Cẩm Châu,Phường,15 53 21N, 108 20 36E,503
20416,Cửa Đại,Phường,15 53 53N, 108 21 45E,503
20419,Cẩm An,Phường,15 54 37N, 108 20 27E,503
20428,Cẩm Nam,Phường,15 52 09N, 108 20 25E,503
20422,Cẩm Hà,Xã,15 54 08N, 108 19 04E,503
20425,Cẩm Kim,Xã,15 51 56N, 108 19 20E,503
20431,Cẩm Thanh,Xã,15 52 41N, 108 21 55E,503
20434,Tân Hiệp,Xã,15 57 04N, 108 30 35E,503
20437,A Vương,Xã,15 58 15N, 107 35 35E,504
20440,Bha Lê,Xã,15 58 08N, 107 30 33E,504
20443,A Nông,Xã,15 58 17N, 107 28 02E,504
20446,A Tiêng,Xã,15 53 57N, 107 28 53E,504
20449,Lăng,Xã,15 49 12N, 107 27 45E,504
20452,A Xan,Xã,15 49 20N, 107 18 43E,504
20455,Tr'hy,Xã,15 48 37N, 107 21 50E,504
20458,Dang,Xã,15 49 38N, 107 33 35E,504
20461,Ch'ơm,Xã,15 48 41N, 107 15 13E,504
20464,Ga Ri,Xã,15 46 02N, 107 15 48E,504
20467,P Rao,Thị Trấn,15 55 41N, 107 38 50E,505
20479,A Ting,Xã,16 00 04N, 107 49 00E,505
20482,Tư,Xã,16 01 42N, 107 53 52E,505
20473,Sông Kôn,Xã,15 59 37N, 107 45 06E,505
20470,Tà Lu,Xã,15 57 42N, 107 40 21E,505
20485,Ba,Xã,15 57 24N, 107 55 08E,505
20476,Jơ Ngây,Xã,15 56 24N, 107 46 02E,505
20497,Ka Dăng,Xã,15 52 40N, 107 47 53E,505
20491,Za Hung,Xã,15 53 16N, 107 40 13E,505
20488,A Rooi,Xã,15 52 36N, 107 36 52E,505
20494,Mà Cooi,Xã,15 49 59N, 107 40 32E,505
20500,Ái Nghĩa,Thị Trấn,15 53 09N, 108 07 05E,506
20503,Đại Sơn,Xã,15 47 40N, 107 52 12E,506
20506,Đại Lãnh,Xã,15 52 35N, 107 56 06E,506
20509,Đại Hưng,Xã,15 53 02N, 107 53 19E,506
20512,Đại Hồng,Xã,15 49 38N, 107 58 43E,506
20515,Đại Đồng,Xã,15 53 16N, 107 59 38E,506
20518,Đại Quang,Xã,15 53 44N, 108 02 29E,506
20521,Đại Nghĩa,Xã,15 54 00N, 108 04 18E,506
20524,Đại Hiệp,Xã,15 55 09N, 107 08 03E,506
20527,Đại Thạnh,Xã,15 46 03N, 107 59 50E,506
20530,Đại Chánh,Xã,15 47 34N, 107 59 43E,506
20533,Đại Tân,Xã,15 49 38N, 108 01 53E,506
20536,Đại Phong,Xã,15 51 13N, 108 02 08E,506
20539,Đại Minh,Xã,15 51 25N, 108 03 56E,506
20542,Đại Thắng,Xã,15 49 26N, 108 04 41E,506
20545,Đại Cường,Xã,15 51 09N, 108 05 40E,506
20547,Đại An,Xã,,506
20548,Đại Hòa,Xã,15 51 29N, 108 07 18E,506
20551,Vĩnh Điện,Thị Trấn,15 53 29N, 108 14 51E,507
20554,Điện Tiến,Xã,15 55 30N, 108 09 25E,507
20557,Điện Hòa,Xã,15 55 58N, 108 11 46E,507
20560,Điện Thắng Bắc,Xã,15 55 39N, 108 13 23E,507
20561,Điện Thắng Trung,Xã,,507
20562,Điện Thắng Nam,Xã,,507
20563,Điện Ngọc,Xã,15 57 09N, 105 18 30E,507
20566,Điện Hồng,Xã,15 52 56N, 108 08 55E,507
20569,Điện Thọ,Xã,15 53 24N, 108 10 59E,507
20572,Điện Phước,Xã,15 53 05N, 108 12 16E,507
20575,Điện An,Xã,15 53 48N, 108 13 42E,507
20578,Điện Nam Bắc,Xã,15 54 59N, 108 16 06E,507
20579,Điện Nam Trung,Xã,,507
20580,Điện Nam Đông,Xã,,507
20581,Điện Dương,Xã,15 55 56N, 108 18 14E,507
20584,Điện Quang,Xã,15 51 09N, 108 10 23E,507
20587,Điện Trung,Xã,15 51 09N, 108 12 33E,507
20590,Điện Phong,Xã,15 51 22N, 108 14 22E,507
20593,Điện Minh,Xã,15 53 11N, 108 14 31E,507
20596,Điện Phương,Xã,15 52 30N, 108 16 47E,507
20599,Nam Phước,Thị Trấn,15 50 18N, 108 16 00E,508
20602,Duy Thu,Xã,15 47 04N, 108 03 32E,508
20605,Duy Phú,Xã,15 46 27N, 108 06 05E,508
20608,Duy Tân,Xã,15 48 54N, 108 05 15E,508
20611,Duy Hòa,Xã,15 48 06N, 108 07 54E,508
20614,Duy Châu,Xã,15 49 44N, 108 09 30E,508
20617,Duy Trinh,Xã,15 49 00N, 108 11 37E,508
20620,Duy Sơn,Xã,15 46 19N, 108 11 07E,508
20623,Duy Trung,Xã,15 46 59N, 108 14 00E,508
20626,Duy Phước,Xã,15 50 54N, 108 17 49E,508
20629,Duy Thành,Xã,15 49 44N, 108 19 22E,508
20632,Duy Vinh,Xã,15 50 52N, 108 20 15E,508
20635,Duy Nghĩa,Xã,15 50 47N, 108 22 01E,508
20638,Duy Hải,Xã,15 50 44N, 108 23 48E,508
20641,Đông Phú,Thị Trấn,15 41 07N, 108 13 03E,509
20644,Quế Xuân 1,Xã,15 48 53N, 108 16 45E,509
20647,Quế Xuân 2,Xã,15 47 30N, 108 17 04E,509
20650,Quế Phú,Xã,15 47 31N, 108 19 00E,509
20651,Hương An,Xã,,509
20653,Quế Cường,Xã,15 45 16N, 108 18 59E,509
20659,Quế Hiệp,Xã,15 43 55N, 108 13 00E,509
20662,Quế Thuận,Xã,15 43 19N, 108 15 36E,509
20665,Phú Thọ,Xã,15 43 30N, 108 17 44E,509
20677,Quế Long,Xã,15 41 12N, 108 10 44E,509
20680,Quế Châu,Xã,15 40 37N, 108 15 40E,509
20683,Quế Phong,Xã,15 39 07N, 108 09 27E,509
20686,Quế An,Xã,15 38 43N, 108 11 35E,509
20689,Quế Minh,Xã,15 38 48N, 108 13 50E,509
20695,Thạnh Mỹ,Thị Trấn,15 45 22N, 107 46 04E,510
20698,La Êê,Xã,15 39 38N, 107 20 47E,510
20701,Zuôich,Xã,15 42 44N, 107 31 25E,510
20704,La Dêê,Xã,15 33 16N, 107 26 55E,510
20707,Chà Vàl,Xã,15 37 59N, 107 31 29E,510
20710,Tà Bhinh,Xã,15 39 36N, 107 40 30E,510
20713,Cà Dy,Xã,15 39 07N, 107 47 58E,510
20716,Đắc Pre,Xã,15 31 11N, 107 31 54E,510
20719,Đắc Pring,Xã,15 30 04N, 107 36 36E,510
20722,Khâm Đức,Thị Trấn,15 27 23N, 107 47 45E,511
20725,Phước Xuân,Xã,15 30 39N, 107 46 01E,511
20728,Phước Hiệp,Xã,15 28 06N, 107 54 58E,511
20729,Phước Hoà,Xã,,511
20731,Phước Đức,Xã,15 27 38N, 107 44 36E,511
20734,Phước Năng,Xã,15 25 05N, 107 43 25E,511
20737,Phước Mỹ,Xã,15 18 45N, 107 43 35E,511
20740,Phước Chánh,Xã,15 22 40N, 107 48 58E,511
20743,Phước Công,Xã,15 16 49N, 107 46 59E,511
20746,Phước Kim,Xã,15 21 53N, 107 53 23E,511
20749,Phước Lộc,Xã,15 15 49N, 107 52 13E,511
20752,Phước Thành,Xã,15 15 25N, 107 54 10E,511
20755,Tân An,Thị Trấn,15 34 58N, 108 07 02E,512
20758,Hiệp Hòa,Xã,15 35 10N, 108 00 35E,512
20761,Hiệp Thuận,Xã,15 36 10N, 108 05 44E,512
20764,Quế Thọ,Xã,15 36 48N, 108 09 09E,512
20767,Bình Lâm,Xã,15 35 54N, 108 13 16E,512
20770,Sông Trà,Xã,15 32 18N, 108 00 46E,512
20773,Phước Trà,Xã,15 29 02N, 108 02 18E,512
20776,Phước Gia,Xã,15 28 51N, 108 06 06E,512
20779,Quế Bình,Xã,15 33 26N, 108 04 43E,512
20782,Quế Lưu,Xã,15 32 17N, 108 06 28E,512
20785,Thăng Phước,Xã,15 32 04N, 108 10 01E,512
20788,Bình Sơn,Xã,15 34 40N, 108 10 26E,512
20791,Hà Lam,Thị Trấn,15 43 35N, 108 21 12E,513
20794,Bình Dương,Xã,15 48 26N, 108 23 16E,513
20797,Bình Giang,Xã,15 47 52N, 108 21 46E,513
20800,Bình Nguyên,Xã,15 45 15N, 108 20 50E,513
20803,Bình Phục,Xã,15 44 47N, 108 22 24E,513
20806,Bình Triều,Xã,15 44 50N, 108 24 04E,513
20809,Bình Đào,Xã,15 45 25N, 108 25 18E,513
20812,Bình Minh,Xã,15 45 44N, 108 25 48E,513
20815,Bình Lãnh,Xã,15 37 25N, 108 14 49E,513
20818,Bình Trị,Xã,15 38 10N, 108 16 43E,513
20821,Bình Định Bắc,Xã,15 39 33N, 108 18 22E,513
20822,Bình Định Nam,Xã,,513
20824,Bình Quý,Xã,15 42 05N, 108 20 21E,513
20827,Bình Phú,Xã,15 37 33N, 108 19 27E,513
20830,Bình Chánh,Xã,15 39 45N, 108 21 46E,513
20833,Bình Tú,Xã,15 41 56N, 108 24 02E,513
20836,Bình Sa,Xã,15 42 01N, 108 26 35E,513
20839,Bình Hải,Xã,15 42 21N, 108 27 51E,513
20842,Bình Quế,Xã,15 37 55N, 108 21 59E,513
20845,Bình An,Xã,15 38 37N, 108 24 43E,513
20848,Bình Trung,Xã,15 40 14N, 108 24 59E,513
20851,Bình Nam,Xã,15 39 16N, 108 28 46E,513
20854,Tiên Kỳ,Thị Trấn,15 30 33N, 108 17 59E,514
20857,Tiên Sơn,Xã,15 34 59N, 108 16 10E,514
20860,Tiên Hà,Xã,15 32 36N, 108 14 20E,514
20863,Tiên Cẩm,Xã,15 33 44N, 108 17 52E,514
20866,Tiên Châu,Xã,15 30 15N, 108 15 05E,514
20869,Tiên Lãnh,Xã,15 27 01N, 108 09 51E,514
20872,Tiên Ngọc,Xã,15 26 21N, 108 12 40E,514
20875,Tiên Hiệp,Xã,15 25 16N, 108 14 40E,514
20878,Tiên Cảnh,Xã,15 27 45N, 108 17 40E,514
20881,Tiên Mỹ,Xã,15 31 02N, 108 19 21E,514
20884,Tiên Phong,Xã,15 31 42N, 108 20 53E,514
20887,Tiên Thọ,Xã,15 28 48N, 108 21 33E,514
20890,Tiên An,Xã,15 25 21N, 108 18 42E,514
20893,Tiên Lộc,Xã,15 27 41N, 108 20 31E,514
20896,Tiên Lập,Xã,15 25 07N, 108 21 30E,514
20899,Trà My,Thị Trấn,15 20 24N, 108 11 47E,515
20900,Trà Sơn,Xã,,515
20902,Trà Kót,Xã,15 20 59N, 108 24 17E,515
20905,Trà Nú,Xã,15 19 39N, 108 19 07E,515
20908,Trà Đông,Xã,15 22 41N, 108 20 12E,515
20911,Trà Dương,Xã,15 22 53N, 108 15 58E,515
20914,Trà Giang,Xã,18 19 39N, 108 15 24E,515
20917,Trà Bui,Xã,15 20 46N, 108 02 24E,515
20920,Trà Đốc,Xã,15 23 02N, 108 08 09E,515
20923,Trà Tân,Xã,15 18 51N, 108 09 18E,515
20926,Trà Giác,Xã,15 14 37N, 108 11 49E,515
20929,Trà Giáp,Xã,15 12 00N, 108 13 07E,515
20932,Trà Ka,Xã,15 10 29N, 108 16 06E,515
20935,Trà Leng,Xã,15 14 33N, 107 57 42E,516
20938,Trà Dơn,Xã,15 12 32N, 108 02 23E,516
20941,Trà Tập,Xã,15 10 51N, 108 04 08E,516
20944,Trà Mai,Xã,15 10 44N, 108 09 20E,516
20947,Trà Cang,Xã,15 05 56N, 108 03 05E,516
20950,Trà Linh,Xã,15 02 55N, 108 00 19E,516
20953,Trà Nam,Xã,15 00 25N, 108 05 19E,516
20956,Trà Don,Xã,15 04 10N, 108 07 57E,516
20959,Trà Vân,Xã,15 07 02N, 108 12 03E,516
20962,Trà Vinh,Xã,15 03 52N, 108 12 31E,516
20965,Núi Thành,Thị Trấn,15 25 55N, 108 37 27E,517
20968,Tam Xuân I,Xã,15 32 09N, 108 30 15E,517
20971,Tam Xuân Ii,Xã,15 30 56N, 108 32 03E,517
20974,Tam Tiến,Xã,15 33 14N, 108 34 12E,517
20977,Tam Sơn,Xã,15 26 20N, 108 28 35E,517
20980,Tam Thạnh,Xã,15 26 41N, 108 31 18E,517
20983,Tam Anh Bắc,Xã,15 29 01N, 108 34 02E,517
20984,Tam Anh Nam,Xã,,517
20986,Tam Hòa,Xã,15 30 14N, 108 36 26E,517
20989,Tam Hiệp,Xã,15 26 25N, 108 36 09E,517
20992,Tam Hải,Xã,15 29 39N, 108 39 35E,517
20995,Tam Giang,Xã,15 27 27N, 108 39 24E,517
20998,Tam Quang,Xã,15 27 42N, 108 40 53E,517
21001,Tam Nghĩa,Xã,15 24 28N, 108 41 36E,517
21004,Tam Mỹ Đông,Xã,15 23 07N, 108 35 55E,517
21005,Tam Mỹ Tây,Xã,,517
21007,Tam Trà,Xã,15 21 35N, 108 30 00E,517
20364,Phú Thịnh,Thị Trấn,,518
20365,Tam Thành,Xã,15 36 51N, 108 23 40E,518
20368,Tam An,Xã,15 36 25N, 108 26 09E,518
20374,Tam Đàn,Xã,15 34 40N, 108 26 23E,518
20377,Tam Lộc,Xã,15 34 38N, 108 21 02E,518
20380,Tam Phước,Xã,15 35 01N, 108 23 58E,518
20383,Tam Vinh,Xã,15 32 39N, 108 23 43E,518
20386,Tam Thái,Xã,15 32 23N, 108 26 46E,518
20387,Tam Đại,Xã,15 30 13N, 108 28 01E,518
20392,Tam Dân,Xã,15 31 01N, 108 24 29E,518
20395,Tam Lãnh,Xã,15 26 34N, 108 25 14E,518
20656,Quế Trung,Xã,15 43 29N, 108 03 15E,519
20668,Quế Ninh,Xã,15 41 03N, 107 57 25E,519
20669,Phước Ninh,Xã,,519
20671,Quế Lộc,Xã,15 41 27N, 108 07 16E,519
20672,Sơn Viên,Xã,,519
20674,Quế Phước,Xã,15 41 14N, 107 55 55E,519
20692,Quế Lâm,Xã,15 35 51N, 107 56 38E,519
21010,Lê Hồng Phong,Phường,15 08 02N, 108 47 43E,522
21013,Trần Phú,Phường,15 07 39N, 108 47 21E,522
21016,Quảng Phú,Phường,15 07 00N, 108 46 18E,522
21019,Nghĩa Chánh,Phường,15 06 51N, 108 48 48E,522
21022,Trần Hưng Đạo,Phường,15 07 30N, 108 48 05E,522
21025,Nguyễn Nghiêm,Phường,15 07 19N, 108 48 09E,522
21028,Nghĩa Lộ,Phường,15 06 27N, 108 47 36E,522
21031,Chánh Lộ,Phường,15 06 25N, 108 48 24E,522
21034,Nghĩa Dũng,Xã,15 07 41N, 108 50 36E,522
21037,Nghĩa Dõng,Xã,15 06 50N, 108 49 58E,522
21040,Châu Ổ,Thị Trấn,15 18 02N, 108 45 31E,524
21043,Bình Thuận,Xã,15 23 24N, 108 48 52E,524
21046,Bình Thạnh,Xã,15 22 44N, 108 45 01E,524
21049,Bình Đông,Xã,15 21 50N, 108 47 15E,524
21052,Bình Chánh,Xã,15 21 30N, 108 44 35E,524
21055,Bình Nguyên,Xã,15 20 33N, 108 43 09E,524
21058,Bình Khương,Xã,15 19 47N, 108 40 06E,524
21061,Bình Trị,Xã,15 20 20N, 108 49 36E,524
21064,Bình An,Xã,15 19 24N, 108 37 15E,524
21067,Bình Hải,Xã,15 19 03N, 108 51 44E,524
21070,Bình Dương,Xã,15 20 12N, 108 46 07E,524
21073,Bình Phước,Xã,15 18 32N, 108 48 06E,524
21076,Bình Thới,Xã,15 18 39N, 108 46 10E,524
21079,Bình Hòa,Xã,15 17 35N, 108 50 09E,524
21082,Bình Trung,Xã,15 18 15N, 108 43 55E,524
21085,Bình Minh,Xã,15 16 55N, 108 39 43E,524
21088,Bình Long,Xã,15 16 50N, 108 46 01E,524
21091,Bình Thanh Tây,Xã,15 16 05N, 108 48 01E,524
21094,Bình Phú,Xã,15 16 03N, 108 52 17E,524
21097,Bình Thanh Đông,Xã,15 15 37N, 108 49 45E,524
21100,Bình Chương,Xã,15 16 07N, 108 42 50E,524
21103,Bình Hiệp,Xã,15 14 40N, 108 46 33E,524
21106,Bình Mỹ,Xã,15 15 08N, 108 39 25E,524
21109,Bình Tân,Xã,15 13 38N, 108 50 58E,524
21112,Bình Châu,Xã,15 13 54N, 108 54 29E,524
21115,Trà Xuân,Thị Trấn,15 15 25N, 108 31 31E,525
21118,Trà Giang,Xã,15 18 21N, 108 34 25E,525
21121,Trà Thủy,Xã,15 17 38N, 108 29 42E,525
21124,Trà Hiệp,Xã,15 16 37N, 108 23 56E,525
21127,Trà Bình,Xã,15 14 38N, 108 36 48E,525
21130,Trà Phú,Xã,15 14 41N, 108 34 18E,525
21133,Trà Lâm,Xã,15 14 02N, 108 25 37E,525
21136,Trà Tân,Xã,15 11 28N, 108 32 27E,525
21139,Trà Sơn,Xã,15 13 57N, 108 30 49E,525
21142,Trà Bùi,Xã,15 08 12N, 108 30 53E,525
21145,Trà Thanh,Xã,15 15 51N, 108 19 30E,526
21148,Trà Khê,Xã,15 12 22N, 108 19 17E,526
